Customer_ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,rfm_segment,segment
12512.0,67,2,132.18,3,2,1,321,32,about_to_sleep
12513.0,114,1,612.29,3,1,2,312,31,about_to_sleep
12514.0,268,2,1597.76,2,2,4,224,22,hibernating
12515.0,354,1,383.7,2,1,2,212,21,hibernating
12516.0,79,4,2648.62,3,3,4,334,33,need_attention
12517.0,29,5,2481.6,4,4,4,444,44,loyal_customers
12518.0,2,5,2056.89,5,4,4,544,54,champions
12519.0,65,2,716.54,3,2,3,323,32,about_to_sleep
12520.0,80,5,2634.26,3,4,4,344,34,loyal_customers
12521.0,144,1,599.68,3,1,2,312,31,about_to_sleep
12522.0,40,2,192.72,4,2,1,421,42,potential_loyalists
12523.0,20,23,4352.35,5,5,5,555,55,champions
12524.0,10,17,11126.11,5,5,5,555,55,champions
12525.0,499,3,973.73,1,3,3,133,13,at_risk
12526.0,2,3,1316.66,5,3,4,534,53,potential_loyalists
12527.0,83,5,735.51,3,4,3,343,34,loyal_customers
12528.0,10,6,1933.48,5,4,4,544,54,champions
12529.0,529,1,316.48,1,1,2,112,11,hibernating
12530.0,61,9,3759.26,3,5,5,355,35,loyal_customers
12531.0,16,2,1933.2,5,2,4,524,52,potential_loyalists
12532.0,31,1,349.83000000000004,4,1,2,412,41,promising
12533.0,629,2,1367.89,1,2,4,124,12,hibernating
12534.0,132,1,1089.18,3,1,3,313,31,about_to_sleep
12535.0,93,2,716.35,3,2,3,323,32,about_to_sleep
12536.0,44,3,12601.830000000002,4,3,5,435,43,potential_loyalists
12537.0,410,1,732.94,2,1,3,213,21,hibernating
12538.0,30,2,640.45,4,2,3,423,42,potential_loyalists
12539.0,23,7,11214.75,4,4,5,445,44,loyal_customers
12540.0,21,33,22254.49,4,5,5,455,45,loyal_customers
12541.0,31,3,981.18,4,3,3,433,43,potential_loyalists
12542.0,485,2,481.88,1,2,2,122,12,hibernating
12543.0,449,1,980.25,1,1,3,113,11,hibernating
12544.0,37,1,372.7,4,1,2,412,41,promising
12545.0,76,2,1000.39,3,2,3,323,32,about_to_sleep
12546.0,48,2,1161.5,4,2,3,423,42,potential_loyalists
12547.0,199,3,383.58,2,3,2,232,23,at_risk
12548.0,167,1,95.19999999999999,3,1,1,311,31,about_to_sleep
12549.0,577,6,1575.68,1,4,4,144,14,at_risk
12550.0,80,1,964.83,3,1,3,313,31,about_to_sleep
12551.0,359,1,168.0,2,1,1,211,21,hibernating
12552.0,40,2,437.82,4,2,2,422,42,potential_loyalists
12553.0,9,12,4608.75,5,5,5,555,55,champions
12554.0,450,1,468.5,1,1,2,112,11,hibernating
12555.0,683,1,129.23,1,1,1,111,11,hibernating
12556.0,51,2,599.56,4,2,2,422,42,potential_loyalists
12557.0,17,8,18716.14,5,4,5,545,54,champions
12558.0,9,1,269.96,5,1,1,511,51,new_customers
12559.0,312,2,561.71,2,2,2,222,22,hibernating
12560.0,6,3,2134.01,5,3,4,534,53,potential_loyalists
12561.0,304,1,238.85,2,1,1,211,21,hibernating
12562.0,9,9,4966.92,5,5,5,555,55,champions
12563.0,410,1,249.24,2,1,1,211,21,hibernating
12564.0,262,1,456.9,2,1,2,212,21,hibernating
12565.0,290,1,145.92,2,1,1,211,21,hibernating
12566.0,87,1,351.65,3,1,2,312,31,about_to_sleep
12567.0,24,15,13709.86,4,5,5,455,45,loyal_customers
12568.0,646,1,70.0,1,1,1,111,11,hibernating
12569.0,3,32,4124.69,5,5,5,555,55,champions
12570.0,683,1,77.52,1,1,1,111,11,hibernating
12571.0,41,2,519.61,4,2,2,422,42,potential_loyalists
12572.0,10,2,1020.42,5,2,3,523,52,potential_loyalists
12573.0,228,5,717.41,2,4,3,243,24,at_risk
12574.0,317,1,218.45,2,1,1,211,21,hibernating
12575.0,458,2,622.8199999999999,1,2,3,123,12,hibernating
12576.0,37,8,2142.72,4,4,4,444,44,loyal_customers
12577.0,36,8,1617.1,4,4,4,444,44,loyal_customers
12578.0,22,4,4642.45,4,3,5,435,43,potential_loyalists
12579.0,79,1,440.42,3,1,2,312,31,about_to_sleep
12580.0,248,2,1052.9,2,2,3,223,22,hibernating
12581.0,41,1,197.71,4,1,1,411,41,promising
12582.0,240,4,1980.4,2,3,4,234,23,at_risk
12583.0,4,27,14447.44,5,5,5,555,55,champions
12584.0,5,9,2338.15,5,5,4,554,55,champions
12585.0,235,2,2040.1,2,2,4,224,22,hibernating
12586.0,18,4,2062.67,5,3,4,534,53,potential_loyalists
12587.0,9,1,144.0,5,1,1,511,51,new_customers
12588.0,40,4,958.78,4,3,3,433,43,potential_loyalists
12589.0,30,8,4695.66,4,4,5,445,44,loyal_customers
12590.0,212,2,9864.26,2,2,5,225,22,hibernating
12591.0,318,3,1338.95,2,3,4,234,23,at_risk
12592.0,93,5,2582.66,3,4,4,344,34,loyal_customers
12593.0,110,3,418.09999999999997,3,3,2,332,33,need_attention
12594.0,39,15,5090.110000000001,4,5,5,455,45,loyal_customers
12595.0,506,1,299.02,1,1,2,112,11,hibernating
12596.0,52,2,618.27,4,2,3,423,42,potential_loyalists
12597.0,20,4,3811.22,5,3,5,535,53,potential_loyalists
12598.0,11,11,4534.09,5,5,5,555,55,champions
12599.0,30,13,2296.72,4,5,4,454,45,loyal_customers
12600.0,30,21,5043.92,4,5,5,455,45,loyal_customers
12601.0,191,6,681.26,2,4,3,243,24,at_risk
12602.0,60,1,153.12,4,1,1,411,41,promising
12603.0,23,1,739.1999999999999,4,1,3,413,41,promising
12604.0,80,2,254.18,3,2,1,321,32,about_to_sleep
12605.0,377,4,1232.95,2,3,3,233,23,at_risk
12606.0,683,1,21.0,1,1,1,111,11,hibernating
12607.0,61,1,1579.51,3,1,4,314,31,about_to_sleep
12608.0,406,1,415.79,2,1,2,212,21,hibernating
12609.0,79,9,3435.86,3,5,5,355,35,loyal_customers
12610.0,24,5,2099.54,4,4,4,444,44,loyal_customers
12611.0,53,1,1193.32,4,1,3,413,41,promising
12612.0,75,1,704.0400000000001,3,1,3,313,31,about_to_sleep
12613.0,58,10,6817.37,4,5,5,455,45,loyal_customers
12614.0,279,1,315.6,2,1,2,212,21,hibernating
12615.0,3,8,5740.98,5,4,5,545,54,champions
12616.0,96,3,1131.1,3,3,3,333,33,need_attention
12617.0,30,1,352.98,4,1,2,412,41,promising
12618.0,23,1,177.31,4,1,1,411,41,promising
12619.0,17,10,3781.38,5,5,5,555,55,champions
12620.0,16,3,1339.41,5,3,4,534,53,potential_loyalists
12621.0,3,35,24775.81,5,5,5,555,55,champions
12622.0,233,1,180.1,2,1,1,211,21,hibernating
12623.0,277,7,3747.84,2,4,5,245,24,at_risk
12624.0,107,2,641.13,3,2,3,323,32,about_to_sleep
12625.0,213,4,5164.88,2,3,5,235,23,at_risk
12626.0,24,9,6620.48,4,5,5,455,45,loyal_customers
12627.0,12,7,4478.53,5,4,5,545,54,champions
12628.0,5,3,786.46,5,3,3,533,53,potential_loyalists
12629.0,387,2,1558.22,2,2,4,224,22,hibernating
12630.0,11,2,1270.88,5,2,4,524,52,potential_loyalists
12631.0,58,6,3481.57,4,4,5,445,44,loyal_customers
12632.0,522,2,804.88,1,2,3,123,12,hibernating
12633.0,60,7,5678.16,4,4,5,445,44,loyal_customers
12634.0,537,2,490.0,1,2,2,122,12,hibernating
12635.0,91,4,2930.41,3,3,4,334,33,need_attention
12636.0,740,1,141.0,1,1,1,111,11,hibernating
12637.0,68,12,8283.81,3,5,5,355,35,loyal_customers
12638.0,34,2,921.49,4,2,3,423,42,potential_loyalists
12639.0,240,3,1312.37,2,3,4,234,23,at_risk
12640.0,25,3,1174.58,4,3,3,433,43,potential_loyalists
12641.0,116,1,185.9,3,1,1,311,31,about_to_sleep
12642.0,26,3,1013.26,4,3,3,433,43,potential_loyalists
12643.0,129,12,8304.82,3,5,5,355,35,loyal_customers
12644.0,131,4,1918.49,3,3,4,334,33,need_attention
12645.0,35,8,3539.3,4,4,5,445,44,loyal_customers
12646.0,6,2,1346.97,5,2,4,524,52,potential_loyalists
12647.0,23,36,17924.35,4,5,5,455,45,loyal_customers
12648.0,156,4,1112.0,3,3,3,333,33,need_attention
12649.0,108,8,2294.65,3,4,4,344,34,loyal_customers
12650.0,4,1,314.44,5,1,2,512,51,new_customers
12651.0,336,4,377.75,2,3,2,232,23,at_risk
12652.0,332,2,1017.03,2,2,3,223,22,hibernating
12653.0,150,3,4160.83,3,3,5,335,33,need_attention
12654.0,12,5,601.98,5,4,2,542,54,champions
12655.0,425,1,261.35,1,1,1,111,11,hibernating
12656.0,18,8,6407.83,5,4,5,545,54,champions
12657.0,12,4,1643.18,5,3,4,534,53,potential_loyalists
12658.0,20,1,686.05,5,1,3,513,51,new_customers
12659.0,31,1,91.68,4,1,1,411,41,promising
12660.0,12,1,245.1,5,1,1,511,51,new_customers
12661.0,437,1,162.0,1,1,1,111,11,hibernating
12662.0,2,20,6988.02,5,5,5,555,55,champions
12663.0,626,2,239.4,1,2,1,121,12,hibernating
12664.0,9,11,6070.04,5,5,5,555,55,champions
12665.0,326,3,313.6,2,3,2,232,23,at_risk
12666.0,395,1,1248.42,2,1,4,214,21,hibernating
12667.0,59,1,620.13,4,1,3,413,41,promising
12668.0,13,10,11383.03,5,5,5,555,55,champions
12669.0,152,3,2744.0299999999997,3,3,4,334,33,need_attention
12670.0,11,7,3760.29,5,4,5,545,54,champions
12671.0,607,1,2622.481,1,1,4,114,11,hibernating
12672.0,331,2,437.05,2,2,2,222,22,hibernating
12673.0,6,3,1230.02,5,3,3,533,53,potential_loyalists
12674.0,40,4,1970.6,4,3,4,434,43,potential_loyalists
12675.0,555,2,957.25,1,2,3,123,12,hibernating
12676.0,26,11,2843.09,4,5,4,454,45,loyal_customers
12677.0,556,2,395.1,1,2,2,122,12,hibernating
12678.0,43,21,34281.18,4,5,5,455,45,loyal_customers
12679.0,60,4,1113.02,4,3,3,433,43,potential_loyalists
12680.0,2,4,880.81,5,3,3,533,53,potential_loyalists
12681.0,16,45,30868.28,5,5,5,555,55,champions
12682.0,5,52,24025.51,5,5,5,555,55,champions
12683.0,5,21,12696.78,5,5,5,555,55,champions
12684.0,9,7,2283.63,5,4,4,544,54,champions
12685.0,29,6,2863.08,4,4,4,444,44,loyal_customers
12686.0,373,1,178.28,2,1,1,211,21,hibernating
12687.0,482,2,2138.91,1,2,4,124,12,hibernating
12688.0,115,1,4873.8099999999995,3,1,5,315,31,about_to_sleep
12689.0,27,2,1247.61,4,2,4,424,42,potential_loyalists
12690.0,207,1,389.01,2,1,2,212,21,hibernating
12691.0,29,7,1170.4,4,4,3,443,44,loyal_customers
12692.0,638,1,110.95,1,1,1,111,11,hibernating
12693.0,128,7,1703.02,3,4,4,344,34,loyal_customers
12694.0,71,3,1843.35,3,3,4,334,33,need_attention
12695.0,8,7,1407.1200000000001,5,4,4,544,54,champions
12696.0,436,2,851.91,1,2,3,123,12,hibernating
12697.0,30,3,957.59,4,3,3,433,43,potential_loyalists
12698.0,591,1,339.75,1,1,2,112,11,hibernating
12699.0,419,1,638.11,1,1,3,113,11,hibernating
12700.0,9,4,4939.99,5,3,5,535,53,potential_loyalists
12701.0,81,6,2446.41,3,4,4,344,34,loyal_customers
12702.0,21,1,219.0,4,1,1,411,41,promising
12703.0,72,4,1006.53,3,3,3,333,33,need_attention
12704.0,8,8,2340.84,5,4,4,544,54,champions
12705.0,16,14,11762.1,5,5,5,555,55,champions
12707.0,293,1,603.42,2,1,2,212,21,hibernating
12708.0,31,18,5314.1,4,5,5,455,45,loyal_customers
12709.0,16,34,30814.46,5,5,5,555,55,champions
12710.0,98,3,1149.02,3,3,3,333,33,need_attention
12711.0,613,2,1339.05,1,2,4,124,12,hibernating
12712.0,30,21,7193.66,4,5,5,455,45,loyal_customers
12713.0,2,1,848.55,5,1,3,513,51,new_customers
12714.0,10,12,14093.71,5,5,5,555,55,champions
12715.0,107,1,343.36,3,1,2,312,31,about_to_sleep
12716.0,5,2,1053.49,5,2,3,523,52,potential_loyalists
12717.0,152,3,1308.91,3,3,4,334,33,need_attention
12718.0,72,1,238.25,3,1,1,311,31,about_to_sleep
12719.0,6,2,644.95,5,2,3,523,52,potential_loyalists
12720.0,4,30,8260.67,5,5,5,555,55,champions
12721.0,33,8,4013.08,4,4,5,445,44,loyal_customers
12722.0,86,4,997.63,3,3,3,333,33,need_attention
12723.0,5,5,725.07,5,4,3,543,54,champions
12724.0,6,7,2317.52,5,4,4,544,54,champions
12725.0,372,4,2694.56,2,3,4,234,23,at_risk
12726.0,29,11,4014.6,4,5,5,455,45,loyal_customers
12727.0,12,10,5679.53,5,5,5,555,55,champions
12728.0,72,5,1070.17,3,4,3,343,34,loyal_customers
12729.0,115,1,453.01,3,1,2,312,31,about_to_sleep
12730.0,523,1,829.25,1,1,3,113,11,hibernating
12731.0,25,17,25775.71,4,5,5,455,45,loyal_customers
12732.0,181,1,236.26000000000002,3,1,1,311,31,about_to_sleep
12733.0,235,4,2424.87,2,3,4,234,23,at_risk
12734.0,354,3,639.65,2,3,3,233,23,at_risk
12735.0,316,2,779.5699999999999,2,2,3,223,22,hibernating
12736.0,334,1,234.0,2,1,1,211,21,hibernating
12737.0,500,2,3710.5,1,2,5,125,12,hibernating
12738.0,373,1,310.7,2,1,2,212,21,hibernating
12739.0,79,4,2726.73,3,3,4,334,33,need_attention
12740.0,65,1,427.6,3,1,2,312,31,about_to_sleep
12741.0,530,2,406.07,1,2,2,122,12,hibernating
12742.0,627,1,1201.52,1,1,3,113,11,hibernating
12743.0,135,2,540.13,3,2,2,322,32,about_to_sleep
12744.0,53,11,25317.06,4,5,5,455,45,loyal_customers
12745.0,488,3,925.41,1,3,3,133,13,at_risk
12746.0,542,1,254.55,1,1,1,111,11,hibernating
12747.0,3,26,9257.039999999999,5,5,5,555,55,champions
12748.0,2,336,55511.09,5,5,5,555,55,champions
12749.0,5,9,6897.36,5,5,5,555,55,champions
12750.0,130,1,275.88,3,1,1,311,31,about_to_sleep
12751.0,446,1,268.27,1,1,1,111,11,hibernating
12752.0,82,1,4366.78,3,1,5,315,31,about_to_sleep
12753.0,24,6,21429.39,4,4,5,445,44,loyal_customers
12754.0,237,3,3010.74,2,3,5,235,23,at_risk
12755.0,282,11,9030.66,2,5,5,255,25,cant_loose
12756.0,88,1,112.07999999999998,3,1,1,311,31,about_to_sleep
12757.0,17,13,7834.650000000001,5,5,5,555,55,champions
12758.0,118,7,9903.24,3,4,5,345,34,loyal_customers
12759.0,53,8,5020.74,4,4,5,445,44,loyal_customers
12760.0,457,1,347.8,1,1,2,112,11,hibernating
12761.0,459,2,782.95,1,2,3,123,12,hibernating
12762.0,9,2,1898.52,5,2,4,524,52,potential_loyalists
12763.0,139,2,814.16,3,2,3,323,32,about_to_sleep
12764.0,318,1,1693.88,2,1,4,214,21,hibernating
12765.0,473,6,1404.58,1,4,4,144,14,at_risk
12766.0,5,9,10068.28,5,5,5,555,55,champions
12767.0,377,1,949.82,2,1,3,213,21,hibernating
12768.0,452,1,168.69000000000003,1,1,1,111,11,hibernating
12769.0,240,1,1143.6,2,1,3,213,21,hibernating
12770.0,212,2,3246.45,2,2,5,225,22,hibernating
12771.0,487,1,282.3,1,1,1,111,11,hibernating
12772.0,61,1,892.47,3,1,3,313,31,about_to_sleep
12773.0,565,1,124.25,1,1,1,111,11,hibernating
12774.0,537,1,98.7,1,1,1,111,11,hibernating
12775.0,18,7,1686.12,5,4,4,544,54,champions
12776.0,669,1,55.5,1,1,1,111,11,hibernating
12777.0,459,1,519.45,1,1,2,112,11,hibernating
12778.0,21,9,1775.68,4,5,4,454,45,loyal_customers
12779.0,39,14,6722.2699999999995,4,5,5,455,45,loyal_customers
12780.0,600,1,337.4,1,1,2,112,11,hibernating
12781.0,65,2,826.74,3,2,3,323,32,about_to_sleep
12782.0,6,11,4618.24,5,5,5,555,55,champions
12783.0,3,6,2225.91,5,4,4,544,54,champions
12784.0,10,3,1763.15,5,3,4,534,53,potential_loyalists
12785.0,365,3,1100.4,2,3,3,233,23,at_risk
12786.0,611,1,728.5,1,1,3,113,11,hibernating
12787.0,11,4,862.18,5,3,3,533,53,potential_loyalists
12788.0,464,4,444.9,1,3,2,132,13,at_risk
12789.0,66,3,273.35,3,3,1,331,33,need_attention
12790.0,193,2,591.85,2,2,2,222,22,hibernating
12791.0,375,6,1056.1100000000001,2,4,3,243,24,at_risk
12792.0,258,2,827.01,2,2,3,223,22,hibernating
12793.0,336,3,1017.33,2,3,3,233,23,at_risk
12794.0,54,2,860.41,4,2,3,423,42,potential_loyalists
12795.0,20,1,430.48,5,1,2,512,51,new_customers
12796.0,629,1,381.0,1,1,2,112,11,hibernating
12797.0,367,2,806.11,2,2,3,223,22,hibernating
12798.0,11,4,8510.93,5,3,5,535,53,potential_loyalists
12799.0,530,1,219.35,1,1,1,111,11,hibernating
12800.0,471,3,584.25,1,3,2,132,13,at_risk
12801.0,502,1,1071.82,1,1,3,113,11,hibernating
12802.0,188,7,2416.42,3,4,4,344,34,loyal_customers
12803.0,394,1,1092.81,2,1,3,213,21,hibernating
12804.0,467,2,325.37,1,2,2,122,12,hibernating
12805.0,383,4,1434.95,2,3,4,234,23,at_risk
12806.0,436,4,2878.96,1,3,4,134,13,at_risk
12807.0,384,1,330.35,2,1,2,212,21,hibernating
12808.0,38,5,906.1,4,4,3,443,44,loyal_customers
12809.0,179,3,1755.94,3,3,4,334,33,need_attention
12810.0,536,2,534.99,1,2,2,122,12,hibernating
12811.0,262,5,1033.9,2,4,3,243,24,at_risk
12812.0,46,1,229.64000000000001,4,1,1,411,41,promising
12813.0,503,3,1687.8,1,3,4,134,13,at_risk
12814.0,103,1,125.92,3,1,1,311,31,about_to_sleep
12815.0,149,2,1063.46,3,2,3,323,32,about_to_sleep
12816.0,97,2,572.2,3,2,2,322,32,about_to_sleep
12817.0,282,3,690.98,2,3,3,233,23,at_risk
