Customer_ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,rfm_segment,segment
14733.0,17,15,16165.17,5,5,5,555,55,champions
15044.0,20,35,16024.15,5,5,5,555,55,champions
12971.0,5,116,15972.79,5,5,5,555,55,champions
16191.0,4,24,15677.82,5,5,5,555,55,champions
13488.0,18,23,15587.88,5,5,5,555,55,champions
14769.0,4,17,15514.11,5,5,5,555,55,champions
15601.0,12,30,14960.12,5,5,5,555,55,champions
17133.0,17,12,14622.33,5,5,5,555,55,champions
16873.0,6,12,14617.39,5,5,5,555,55,champions
16713.0,20,32,14529.99,5,5,5,555,55,champions
14299.0,9,27,14499.49,5,5,5,555,55,champions
12583.0,4,27,14447.44,5,5,5,555,55,champions
15482.0,17,19,14417.36,5,5,5,555,55,champions
15093.0,19,23,14326.11,5,5,5,555,55,champions
17017.0,4,29,14110.61,5,5,5,555,55,champions
13090.0,10,24,14100.14,5,5,5,555,55,champions
12714.0,10,12,14093.71,5,5,5,555,55,champions
12476.0,17,23,14083.91,5,5,5,555,55,champions
18223.0,6,26,14000.85,5,5,5,555,55,champions
15005.0,17,56,13977.08,5,5,5,555,55,champions
15502.0,17,14,13933.27,5,5,5,555,55,champions
16558.0,2,38,13873.51,5,5,5,555,55,champions
15382.0,16,12,13733.550000000001,5,5,5,555,55,champions
12989.0,4,33,13551.75,5,5,5,555,55,champions
13468.0,3,72,13375.51,5,5,5,555,55,champions
15738.0,20,41,13372.970000000001,5,5,5,555,55,champions
13969.0,8,35,13291.05,5,5,5,555,55,champions
16923.0,13,32,13157.130000000001,5,5,5,555,55,champions
18225.0,4,26,13044.8,5,5,5,555,55,champions
14049.0,18,13,13023.4,5,5,5,555,55,champions
14110.0,5,33,12987.95,5,5,5,555,55,champions
13668.0,4,35,12948.48,5,5,5,555,55,champions
16549.0,11,34,12781.8,5,5,5,555,55,champions
17858.0,7,30,12754.9,5,5,5,555,55,champions
16161.0,3,43,12744.26,5,5,5,555,55,champions
12683.0,5,21,12696.78,5,5,5,555,55,champions
12437.0,3,39,12683.4,5,5,5,555,55,champions
12451.0,12,8,12669.88,5,4,5,545,54,champions
13013.0,2,29,12625.77,5,5,5,555,55,champions
15194.0,4,28,12427.69,5,5,5,555,55,champions
12474.0,18,31,12372.75,5,5,5,555,55,champions
13050.0,16,35,12314.53,5,5,5,555,55,champions
14739.0,5,25,12287.5,5,5,5,555,55,champions
13854.0,10,39,12253.96,5,5,5,555,55,champions
14735.0,5,56,12240.16,5,5,5,555,55,champions
16814.0,15,36,12198.14,5,5,5,555,55,champions
13418.0,13,31,12182.9,5,5,5,555,55,champions
15144.0,9,29,12160.31,5,5,5,555,55,champions
15555.0,13,36,12062.69,5,5,5,555,55,champions
15023.0,4,20,12008.05,5,5,5,555,55,champions
14415.0,2,23,11980.09,5,5,5,555,55,champions
17364.0,2,28,11972.92,5,5,5,555,55,champions
13458.0,8,16,11959.27,5,5,5,555,55,champions
16523.0,3,28,11916.33,5,5,5,555,55,champions
17338.0,18,17,11889.33,5,5,5,555,55,champions
14505.0,18,19,11879.08,5,5,5,555,55,champions
12705.0,16,14,11762.1,5,5,5,555,55,champions
13102.0,2,37,11696.92,5,5,5,555,55,champions
13004.0,13,36,11650.85,5,5,5,555,55,champions
13576.0,11,28,11551.74,5,5,5,555,55,champions
15218.0,12,22,11468.83,5,5,5,555,55,champions
13680.0,2,12,11419.67,5,5,5,555,55,champions
12668.0,13,10,11383.03,5,5,5,555,55,champions
17809.0,17,20,11337.39,5,5,5,555,55,champions
18055.0,8,14,11143.12,5,5,5,555,55,champions
12524.0,10,17,11126.11,5,5,5,555,55,champions
16985.0,18,23,10923.16,5,5,5,555,55,champions
14796.0,2,27,10840.54,5,5,5,555,55,champions
15694.0,2,24,10810.81,5,5,5,555,55,champions
18229.0,13,28,10803.710000000001,5,5,5,555,55,champions
16033.0,7,27,10764.45,5,5,5,555,55,champions
16327.0,15,16,10695.24,5,5,5,555,55,champions
16168.0,12,66,10636.47,5,5,5,555,55,champions
15290.0,6,26,10496.28,5,5,5,555,55,champions
14422.0,2,19,10271.52,5,5,5,555,55,champions
13599.0,2,33,10163.880000000001,5,5,5,555,55,champions
12839.0,4,26,10071.73,5,5,5,555,55,champions
12766.0,5,9,10068.28,5,5,5,555,55,champions
15547.0,8,26,10057.05,5,5,5,555,55,champions
14085.0,3,33,10028.72,5,5,5,555,55,champions
13985.0,5,22,10020.86,5,5,5,555,55,champions
16782.0,11,38,10000.32,5,5,5,555,55,champions
16353.0,5,38,9999.460000000001,5,5,5,555,55,champions
14755.0,11,25,9972.550000000001,5,5,5,555,55,champions
17049.0,4,19,9942.53,5,5,5,555,55,champions
16701.0,10,26,9916.73,5,5,5,555,55,champions
14329.0,18,15,9887.62,5,5,5,555,55,champions
18109.0,3,38,9833.16,5,5,5,555,55,champions
12490.0,6,21,9823.64,5,5,5,555,55,champions
17306.0,12,21,9782.35,5,5,5,555,55,champions
13018.0,17,35,9763.16,5,5,5,555,55,champions
13267.0,4,36,9758.26,5,5,5,555,55,champions
14135.0,3,24,9643.92,5,5,5,555,55,champions
13069.0,2,38,9616.95,5,5,5,555,55,champions
17315.0,3,43,9599.58,5,5,5,555,55,champions
17811.0,5,47,9519.8,5,5,5,555,55,champions
14060.0,6,30,9519.08,5,5,5,555,55,champions
13999.0,11,29,9502.26,5,5,5,555,55,champions
15298.0,3,23,9459.37,5,5,5,555,55,champions
14146.0,10,12,9450.3,5,5,5,555,55,champions
13758.0,13,15,9416.98,5,5,5,555,55,champions
15727.0,18,15,9371.71,5,5,5,555,55,champions
17757.0,2,56,9366.5,5,5,5,555,55,champions
13174.0,17,12,9364.42,5,5,5,555,55,champions
12747.0,3,26,9257.039999999999,5,5,5,555,55,champions
15570.0,8,25,9254.14,5,5,5,555,55,champions
14367.0,9,16,9227.82,5,5,5,555,55,champions
14292.0,9,16,9226.25,5,5,5,555,55,champions
13448.0,18,13,9189.89,5,5,5,555,55,champions
13756.0,3,23,9188.75,5,5,5,555,55,champions
16700.0,10,25,9167.710000000001,5,5,5,555,55,champions
17068.0,13,47,9153.83,5,5,5,555,55,champions
15867.0,6,31,9034.95,5,5,5,555,55,champions
16722.0,18,22,8989.08,5,5,5,555,55,champions
15150.0,18,13,8977.94,5,5,5,555,55,champions
15903.0,11,12,8939.84,5,5,5,555,55,champions
13269.0,2,28,8888.75,5,5,5,555,55,champions
14709.0,16,25,8886.33,5,5,5,555,55,champions
17576.0,9,41,8831.6,5,5,5,555,55,champions
16532.0,19,5,8756.64,5,4,5,545,54,champions
12957.0,11,13,8706.97,5,5,5,555,55,champions
13263.0,2,39,8676.2,5,5,5,555,55,champions
15497.0,19,9,8657.39,5,5,5,555,55,champions
18041.0,13,38,8633.66,5,5,5,555,55,champions
15270.0,17,21,8524.86,5,5,5,555,55,champions
15984.0,4,30,8515.72,5,5,5,555,55,champions
18139.0,19,6,8438.34,5,4,5,545,54,champions
17611.0,8,28,8337.53,5,5,5,555,55,champions
17686.0,8,9,8296.81,5,5,5,555,55,champions
12720.0,4,30,8260.67,5,5,5,555,55,champions
15034.0,17,14,8231.2,5,5,5,555,55,champions
13139.0,17,8,8202.98,5,4,5,545,54,champions
14030.0,19,20,8198.3,5,5,5,555,55,champions
17365.0,14,15,8184.49,5,5,5,555,55,champions
13426.0,2,22,8167.38,5,5,5,555,55,champions
15544.0,10,20,8162.43,5,5,5,555,55,champions
14056.0,2,23,8152.71,5,5,5,555,55,champions
16672.0,3,20,8134.9400000000005,5,5,5,555,55,champions
14395.0,3,20,8110.610000000001,5,5,5,555,55,champions
17593.0,5,11,8092.32,5,5,5,555,55,champions
17426.0,9,13,8077.77,5,5,5,555,55,champions
16670.0,18,20,8030.150000000001,5,5,5,555,55,champions
14291.0,3,23,7904.1,5,5,5,555,55,champions
12757.0,17,13,7834.650000000001,5,5,5,555,55,champions
14282.0,4,25,7821.76,5,5,5,555,55,champions
16592.0,5,28,7807.91,5,5,5,555,55,champions
17091.0,4,19,7789.2,5,5,5,555,55,champions
17730.0,4,20,7773.8,5,5,5,555,55,champions
17739.0,13,18,7730.59,5,5,5,555,55,champions
13534.0,3,35,7720.9,5,5,5,555,55,champions
17238.0,4,32,7701.76,5,5,5,555,55,champions
14688.0,9,28,7635.4,5,5,5,555,55,champions
15046.0,10,25,7623.79,5,5,5,555,55,champions
13137.0,12,16,7586.94,5,5,5,555,55,champions
13709.0,5,18,7571.35,5,5,5,555,55,champions
15179.0,19,13,7491.92,5,5,5,555,55,champions
12429.0,10,8,7485.91,5,4,5,545,54,champions
12841.0,6,40,7464.19,5,5,5,555,55,champions
16570.0,16,20,7434.31,5,5,5,555,55,champions
14243.0,10,17,7431.05,5,5,5,555,55,champions
16242.0,9,14,7404.65,5,5,5,555,55,champions
17602.0,3,14,7354.43,5,5,5,555,55,champions
14092.0,9,24,7229.45,5,5,5,555,55,champions
14113.0,5,16,7092.610000000001,5,5,5,555,55,champions
17231.0,13,25,7064.8,5,5,5,555,55,champions
17769.0,14,17,7053.38,5,5,5,555,55,champions
13183.0,9,15,7036.18,5,5,5,555,55,champions
17975.0,16,24,7010.43,5,5,5,555,55,champions
16938.0,10,9,6995.360000000001,5,5,5,555,55,champions
13831.0,17,18,6993.54,5,5,5,555,55,champions
12662.0,2,20,6988.02,5,5,5,555,55,champions
16265.0,10,12,6935.17,5,5,5,555,55,champions
12749.0,5,9,6897.36,5,5,5,555,55,champions
16401.0,2,23,6849.15,5,5,5,555,55,champions
16145.0,10,19,6805.4400000000005,5,5,5,555,55,champions
12417.0,4,20,6797.41,5,5,5,555,55,champions
14401.0,5,22,6795.9,5,5,5,555,55,champions
15750.0,4,18,6793.511,5,5,5,555,55,champions
14388.0,11,16,6701.0,5,5,5,555,55,champions
12913.0,6,13,6700.860000000001,5,5,5,555,55,champions
18118.0,12,29,6693.13,5,5,5,555,55,champions
17700.0,18,14,6679.97,5,5,5,555,55,champions
14702.0,2,29,6679.2300000000005,5,5,5,555,55,champions
17001.0,2,19,6640.8,5,5,5,555,55,champions
13953.0,8,12,6640.68,5,5,5,555,55,champions
14440.0,9,13,6638.7300000000005,5,5,5,555,55,champions
14562.0,5,26,6638.150000000001,5,5,5,555,55,champions
13394.0,3,19,6621.7,5,5,5,555,55,champions
13883.0,12,15,6560.02,5,5,5,555,55,champions
14766.0,9,11,6556.13,5,5,5,555,55,champions
17419.0,12,18,6500.52,5,5,5,555,55,champions
16655.0,19,13,6423.26,5,5,5,555,55,champions
12656.0,18,8,6407.83,5,4,5,545,54,champions
15514.0,13,18,6392.06,5,5,5,555,55,champions
14390.0,11,13,6373.7300000000005,5,5,5,555,55,champions
13590.0,12,18,6336.04,5,5,5,555,55,champions
18245.0,8,20,6324.9800000000005,5,5,5,555,55,champions
14180.0,12,33,6319.25,5,5,5,555,55,champions
16710.0,20,22,6291.77,5,5,5,555,55,champions
13230.0,5,30,6213.46,5,5,5,555,55,champions
16103.0,8,22,6191.71,5,5,5,555,55,champions
16156.0,10,20,6188.18,5,5,5,555,55,champions
14534.0,4,26,6187.66,5,5,5,555,55,champions
14907.0,4,16,6165.79,5,5,5,555,55,champions
13266.0,12,19,6135.04,5,5,5,555,55,champions
14560.0,8,44,6114.03,5,5,5,555,55,champions
16954.0,2,20,6081.88,5,5,5,555,55,champions
12664.0,9,11,6070.04,5,5,5,555,55,champions
17644.0,2,20,6028.6,5,5,5,555,55,champions
13658.0,11,9,6025.5,5,5,5,555,55,champions
15755.0,11,17,5993.12,5,5,5,555,55,champions
17491.0,2,17,5981.07,5,5,5,555,55,champions
17625.0,19,8,5978.9,5,5,5,555,55,champions
17685.0,18,12,5907.47,5,5,5,555,55,champions
15971.0,19,18,5902.83,5,5,5,555,55,champions
18065.0,7,29,5866.63,5,5,5,555,55,champions
16011.0,9,29,5838.96,5,5,5,555,55,champions
14189.0,3,16,5814.39,5,5,5,555,55,champions
13769.0,3,20,5800.42,5,5,5,555,55,champions
14099.0,17,20,5750.91,5,5,5,555,55,champions
12615.0,3,8,5740.98,5,4,5,545,54,champions
13870.0,3,15,5712.08,5,5,5,555,55,champions
16607.0,19,25,5706.87,5,5,5,555,55,champions
17651.0,13,16,5703.52,5,5,5,555,55,champions
16458.0,4,30,5690.89,5,5,5,555,55,champions
12727.0,12,10,5679.53,5,5,5,555,55,champions
15628.0,6,17,5652.26,5,5,5,555,55,champions
12347.0,3,8,5633.32,5,4,5,545,54,champions
18145.0,14,11,5609.74,5,5,5,555,55,champions
16200.0,5,12,5608.1,5,5,5,555,55,champions
15854.0,5,21,5578.28,5,5,5,555,55,champions
15527.0,20,23,5554.89,5,5,5,555,55,champions
14572.0,4,11,5526.88,5,5,5,555,55,champions
14732.0,9,19,5517.07,5,5,5,555,55,champions
15898.0,2,25,5513.09,5,5,5,555,55,champions
13115.0,13,10,5494.7,5,5,5,555,55,champions
16609.0,16,7,5493.46,5,4,5,545,54,champions
16393.0,3,23,5482.57,5,5,5,555,55,champions
16992.0,12,13,5476.5,5,5,5,555,55,champions
18198.0,5,17,5425.56,5,5,5,555,55,champions
14713.0,10,21,5414.71,5,5,5,555,55,champions
13362.0,10,7,5394.07,5,4,5,545,54,champions
13014.0,12,11,5381.08,5,5,5,555,55,champions
13495.0,9,10,5374.26,5,5,5,555,55,champions
12362.0,4,11,5356.23,5,5,5,555,55,champions
17567.0,8,9,5356.03,5,5,5,555,55,champions
17584.0,8,6,5309.42,5,4,5,545,54,champions
15394.0,11,11,5286.8,5,5,5,555,55,champions
15152.0,11,14,5263.83,5,5,5,555,55,champions
14546.0,6,11,5184.84,5,5,5,555,55,champions
16931.0,6,23,5184.27,5,5,5,555,55,champions
15796.0,2,17,5171.63,5,5,5,555,55,champions
17157.0,9,19,5151.9,5,5,5,555,55,champions
17346.0,5,26,5132.72,5,5,5,555,55,champions
15443.0,3,14,5114.23,5,5,5,555,55,champions
17519.0,18,15,5109.47,5,5,5,555,55,champions
12483.0,18,19,5097.18,5,5,5,555,55,champions
17402.0,6,23,5095.53,5,5,5,555,55,champions
17861.0,4,18,5088.29,5,5,5,555,55,champions
14493.0,8,10,5087.86,5,5,5,555,55,champions
12395.0,20,15,5067.27,5,5,5,555,55,champions
18144.0,9,19,5058.0,5,5,5,555,55,champions
17469.0,17,17,5051.25,5,5,5,555,55,champions
16904.0,5,21,5014.06,5,5,5,555,55,champions
14209.0,12,15,4993.27,5,5,5,555,55,champions
13198.0,11,8,4974.2300000000005,5,4,5,545,54,champions
12562.0,9,9,4966.92,5,5,5,555,55,champions
17758.0,20,12,4964.03,5,5,5,555,55,champions
16905.0,6,17,4961.17,5,5,5,555,55,champions
14825.0,5,24,4919.18,5,5,5,555,55,champions
16143.0,4,12,4910.83,5,5,5,555,55,champions
16255.0,18,15,4904.25,5,5,5,555,55,champions
13021.0,5,17,4887.24,5,5,5,555,55,champions
17449.0,3,13,4868.15,5,5,5,555,55,champions
14032.0,3,16,4850.2699999999995,5,5,5,555,55,champions
14191.0,3,15,4817.66,5,5,5,555,55,champions
15187.0,3,16,4777.18,5,5,5,555,55,champions
12955.0,2,11,4757.16,5,5,5,555,55,champions
16326.0,7,24,4721.25,5,5,5,555,55,champions
13971.0,20,14,4667.57,5,5,5,555,55,champions
15123.0,8,5,4656.17,5,4,5,545,54,champions
15484.0,2,6,4652.1,5,4,5,545,54,champions
15271.0,8,24,4640.29,5,5,5,555,55,champions
18097.0,9,11,4627.92,5,5,5,555,55,champions
12782.0,6,11,4618.24,5,5,5,555,55,champions
14441.0,2,11,4611.6900000000005,5,5,5,555,55,champions
12553.0,9,12,4608.75,5,5,5,555,55,champions
17188.0,12,13,4592.93,5,5,5,555,55,champions
13510.0,2,11,4558.29,5,5,5,555,55,champions
13571.0,14,26,4537.26,5,5,5,555,55,champions
12598.0,11,11,4534.09,5,5,5,555,55,champions
14290.0,12,8,4516.56,5,4,5,545,54,champions
15680.0,10,10,4507.58,5,5,5,555,55,champions
14701.0,12,15,4487.11,5,5,5,555,55,champions
12627.0,12,7,4478.53,5,4,5,545,54,champions
17682.0,11,11,4456.78,5,5,5,555,55,champions
17754.0,2,13,4451.22,5,5,5,555,55,champions
13435.0,6,9,4447.33,5,5,5,555,55,champions
15845.0,19,11,4426.28,5,5,5,555,55,champions
17412.0,4,16,4417.52,5,5,5,555,55,champions
16626.0,2,17,4413.1,5,5,5,555,55,champions
18272.0,4,9,4385.9800000000005,5,5,5,555,55,champions
15861.0,13,12,4369.2,5,5,5,555,55,champions
13297.0,9,7,4368.62,5,4,5,545,54,champions
12523.0,20,23,4352.35,5,5,5,555,55,champions
16283.0,7,8,4350.32,5,5,5,555,55,champions
14334.0,18,12,4318.48,5,5,5,555,55,champions
14482.0,19,12,4306.72,5,5,5,555,55,champions
17937.0,10,7,4301.22,5,4,5,545,54,champions
18230.0,10,9,4291.06,5,5,5,555,55,champions
18077.0,9,18,4283.66,5,5,5,555,55,champions
16241.0,11,16,4270.51,5,5,5,555,55,champions
14047.0,10,14,4255.03,5,5,5,555,55,champions
12935.0,3,15,4243.86,5,5,5,555,55,champions
17728.0,5,5,4238.76,5,4,5,545,54,champions
16712.0,10,13,4232.87,5,5,5,555,55,champions
15804.0,2,13,4206.39,5,5,5,555,55,champions
14868.0,4,12,4184.01,5,5,5,555,55,champions
17738.0,20,13,4183.56,5,5,5,555,55,champions
17218.0,5,18,4178.93,5,5,5,555,55,champions
17673.0,3,13,4173.88,5,5,5,555,55,champions
17526.0,6,12,4166.04,5,5,5,555,55,champions
12569.0,3,32,4124.69,5,5,5,555,55,champions
14408.0,12,11,4102.27,5,5,5,555,55,champions
14878.0,14,25,4076.5,5,5,5,555,55,champions
15024.0,11,16,4050.61,5,5,5,555,55,champions
13048.0,15,9,4049.13,5,5,5,555,55,champions
14824.0,11,10,4022.9100000000003,5,5,5,555,55,champions
17618.0,7,11,4001.64,5,5,5,555,55,champions
13126.0,6,13,3998.25,5,5,5,555,55,champions
14547.0,5,8,3974.75,5,4,5,545,54,champions
15572.0,6,10,3965.2,5,5,5,555,55,champions
17019.0,12,11,3961.11,5,5,5,555,55,champions
16719.0,16,14,3944.35,5,5,5,555,55,champions
15858.0,17,13,3936.34,5,5,5,555,55,champions
17954.0,6,19,3933.06,5,5,5,555,55,champions
13995.0,16,14,3902.01,5,5,5,555,55,champions
12388.0,17,8,3901.11,5,4,5,545,54,champions
15571.0,13,14,3892.35,5,5,5,555,55,champions
12358.0,3,5,3887.07,5,4,5,545,54,champions
14744.0,17,14,3885.08,5,5,5,555,55,champions
14655.0,9,7,3878.51,5,4,5,545,54,champions
16440.0,9,6,3856.9700000000003,5,4,5,545,54,champions
16057.0,17,10,3854.85,5,5,5,555,55,champions
17659.0,18,14,3834.79,5,5,5,555,55,champions
16128.0,19,11,3801.05,5,5,5,555,55,champions
12619.0,17,10,3781.38,5,5,5,555,55,champions
14309.0,9,11,3780.81,5,5,5,555,55,champions
17173.0,6,8,3766.6,5,5,5,555,55,champions
12670.0,11,7,3760.29,5,4,5,545,54,champions
13305.0,5,16,3752.61,5,5,5,555,55,champions
17293.0,9,17,3750.63,5,5,5,555,55,champions
16539.0,4,10,3732.01,5,5,5,555,55,champions
14515.0,19,12,3724.06,5,5,5,555,55,champions
14540.0,11,11,3709.64,5,5,5,555,55,champions
15351.0,13,10,3704.89,5,5,5,555,55,champions
17096.0,16,11,3697.93,5,5,5,555,55,champions
16094.0,13,11,3695.56,5,5,5,555,55,champions
16983.0,14,11,3654.02,5,5,5,555,55,champions
17655.0,12,9,3652.48,5,5,5,555,55,champions
14649.0,6,9,3651.19,5,5,5,555,55,champions
15953.0,16,18,3648.08,5,5,5,555,55,champions
16748.0,19,14,3637.33,5,5,5,555,55,champions
17528.0,2,8,3628.5,5,5,5,555,55,champions
12963.0,9,12,3601.59,5,5,5,555,55,champions
17422.0,17,11,3594.76,5,5,5,555,55,champions
14653.0,2,12,3593.06,5,5,5,555,55,champions
14132.0,3,11,3586.0299999999997,5,5,5,555,55,champions
18219.0,4,17,3562.89,5,5,5,555,55,champions
14503.0,4,6,3543.26,5,4,5,545,54,champions
17924.0,13,8,3536.7000000000003,5,5,5,555,55,champions
18044.0,5,18,3505.61,5,5,5,555,55,champions
15380.0,10,11,3479.0600000000004,5,5,5,555,55,champions
15712.0,10,12,3472.4100000000003,5,5,5,555,55,champions
16360.0,6,6,3450.41,5,4,5,545,54,champions
13536.0,2,7,3444.39,5,4,5,545,54,champions
16347.0,12,11,3442.96,5,5,5,555,55,champions
17725.0,17,11,3439.08,5,5,5,555,55,champions
15373.0,9,17,3418.84,5,5,5,555,55,champions
14217.0,3,23,3416.89,5,5,5,555,55,champions
14215.0,13,9,3416.33,5,5,5,555,55,champions
14673.0,4,7,3410.81,5,4,5,545,54,champions
13437.0,15,7,3408.06,5,4,5,545,54,champions
13823.0,20,7,3403.4500000000003,5,4,5,545,54,champions
16271.0,4,10,3397.82,5,5,5,555,55,champions
15916.0,17,13,3377.69,5,5,5,555,55,champions
14608.0,5,11,3352.94,5,5,5,555,55,champions
13246.0,19,11,3351.75,5,5,5,555,55,champions
16818.0,12,11,3349.57,5,5,5,555,55,champions
17183.0,9,6,3347.31,5,4,5,545,54,champions
16365.0,19,15,3307.2,5,5,5,555,55,champions
17768.0,9,7,3292.73,5,4,5,545,54,champions
13650.0,18,10,3288.0,5,5,5,555,55,champions
15632.0,17,8,3285.31,5,4,5,545,54,champions
18188.0,16,6,3280.59,5,4,5,545,54,champions
14293.0,4,9,3267.9300000000003,5,5,5,555,55,champions
15602.0,9,16,3230.51,5,5,5,555,55,champions
14506.0,18,7,3217.25,5,4,5,545,54,champions
12951.0,10,15,3213.7200000000003,5,5,5,555,55,champions
16107.0,19,7,3204.1600000000003,5,4,5,545,54,champions
17228.0,17,13,3175.98,5,5,5,555,55,champions
13268.0,19,11,3174.75,5,5,5,555,55,champions
14897.0,9,8,3140.54,5,4,5,545,54,champions
14963.0,11,12,3123.57,5,5,5,555,55,champions
13685.0,4,7,3119.44,5,4,5,545,54,champions
16678.0,4,12,3109.99,5,5,5,555,55,champions
13742.0,18,12,3107.87,5,5,5,555,55,champions
15031.0,5,14,3102.94,5,5,5,555,55,champions
16933.0,2,9,3099.3,5,5,5,555,55,champions
12937.0,16,9,3097.61,5,5,5,555,55,champions
15105.0,19,9,3094.91,5,5,5,555,55,champions
17530.0,2,12,3092.33,5,5,5,555,55,champions
17929.0,12,12,3082.1,5,5,5,555,55,champions
17090.0,5,13,3080.1800000000003,5,5,5,555,55,champions
17870.0,3,13,3079.69,5,5,5,555,55,champions
13196.0,12,7,3068.84,5,4,5,545,54,champions
13077.0,2,11,3054.37,5,5,5,555,55,champions
16775.0,11,16,3052.7400000000002,5,5,5,555,55,champions
13647.0,11,8,3041.68,5,4,5,545,54,champions
17884.0,5,20,3020.99,5,5,5,555,55,champions
